HG780872	Carso_ruddi_HteHT
HG781688	Bacil_weihe_KBAB4
HG781689	Bacil_weihe_KBAB4
HG781690	Bacil_weihe_KBAB4
HG781691	Bacil_weihe_KBAB4
HG781692	Bacil_weihe_KBAB4
HG781693	Bacil_weihe_KBAB4
HG781694	Bacil_weihe_KBAB4
HG781695	Bacil_weihe_KBAB4
HG781696	Bacil_weihe_KBAB4
HG781697	Bacil_weihe_KBAB4
HG781698	Bacil_weihe_KBAB4
HG781699	Bacil_weihe_KBAB4
HG781700	Bacil_weihe_KBAB4
HG781701	Bacil_weihe_KBAB4
HG781702	Bacil_weihe_KBAB4
HG781703	Bacil_weihe_KBAB4
HG781704	Bacil_weihe_KBAB4
HG781705	Bacil_weihe_KBAB4
HG781706	Bacil_weihe_KBAB4
HG781707	Bacil_weihe_KBAB4
HG781708	Bacil_weihe_KBAB4
HG781709	Bacil_weihe_KBAB4
HG781710	Bacil_weihe_KBAB4
HG781711	Bacil_weihe_KBAB4
HG781712	Bacil_weihe_KBAB4
HG781713	Bacil_weihe_KBAB4
HG781714	Bacil_weihe_KBAB4
HG781715	Bacil_weihe_KBAB4
HG781716	Bacil_weihe_KBAB4
HG781717	Bacil_weihe_KBAB4
HG781718	Bacil_weihe_KBAB4
HG781719	Bacil_weihe_KBAB4
HG781720	Bacil_weihe_KBAB4
HG781721	Bacil_weihe_KBAB4
HG781722	Bacil_cereu_Rock13
HG781723	Bacil_cereu_Rock13
HG781724	Bacil_cereu_Rock13
HG781725	Bacil_cereu_Rock13
HG781726	Bacil_cereu_Rock13
HG781727	Bacil_cereu_Rock13
HG781728	Bacil_cereu_Rock13
HG781729	Bacil_cereu_Rock13
HG781730	Bacil_cereu_Rock13
HG781731	Bacil_cereu_Rock13
HG781732	Bacil_cereu_Rock13
HG781733	Bacil_cereu_Rock13
HG781734	Bacil_cereu_Rock13
HG781735	Bacil_cereu_Rock13
HG781736	Bacil_cereu_Rock13
HG781737	Bacil_cereu_Rock13
HG781738	Bacil_cereu_Rock13
HG781739	Bacil_cereu_Rock13
HG781740	Bacil_cereu_Rock13
HG781741	Bacil_cereu_Rock13
HG781742	Bacil_cereu_Rock13
HG781743	Bacil_cereu_Rock13
HG781744	Bacil_cereu_Rock13
HG781745	Bacil_cereu_Rock13
HG781746	Bacil_cereu_Rock13
HG781747	Bacil_cereu_Rock13
HG781748	Bacil_cereu_Rock13
HG781749	Bacil_cereu_Rock13
HG781750	Bacil_cereu_Rock13
HG781751	Bacil_cereu_AH603
HG781752	Bacil_cereu_AH603
HG781753	Bacil_cereu_AH603
HG781754	Bacil_thuri_Bt407
HG781755	Bacil_thuri_Bt407
HG781756	Bacil_thuri_Bt407
HG781757	Bacil_thuri_Bt407
HG781758	Bacil_thuri_Bt407
HG781759	Bacil_thuri_Bt407
HG781760	Bacil_thuri_Bt407
HG781761	Bacil_thuri_Bt407
HG781762	Bacil_thuri_Bt407
HG781763	Bacil_subti_TUB10
HG781764	Bacil_subti_168
HG781765	Bacil_subti_168
HG781766	Bacil_subti_168
HG781767	Bacil_subti_168
HG781768	Bacil_subti_168
HG781769	Bacil_subti_168
HG781770	Bacil_subti_168
HG781771	Bacil_subti_168
HG781772	Bacil_subti_168
HG781773	Bacil_subti_168
HG781774	Bacil_subti_168
HG781775	Bacil_subti_168
HG781776	Bacil_subti_168
HG781777	Bacil_subti_168
HG781778	Bacil_subti_168
HG781779	Bacil_subti_168
HG781780	Bacil_subti_168
HG781781	Bacil_subti_168
HG781782	Bacil_subti_168
HG781783	Bacil_subti_168
HG781784	Bacil_subti_168
HG781785	Bacil_subti_168
HG781786	Bacil_subti_168
HG781787	Bacil_subti_168
HG781788	Bacil_subti_6633
HG781789	Bacil_subti_6633
HG781790	Bacil_subti_BSn5
HG781791	Bacil_subti_BSn5
HG781792	Bacil_subti_BSn5
HG781793	Bacil_subti_BSn5
HG781794	Bacil_subti_BSn5
HG781795	Bacil_subti_BSn5
HG781796	Bacil_subti_BSn5
HG781797	Bacil_subti_BSn5
HG781798	Bacil_subti_BSn5
HG781799	Bacil_amylo_YAUB96
HG781800	Bacil_amylo_YAUB96
HG781801	Bacil_amylo_YAUB96
HG781802	Bacil_amylo_YAUB96
HG781803	Bacil_amylo_YAUB96
HG781804	Bacil_amylo_YAUB96
HG781805	Bacil_amylo_YAUB96
HG781806	Bacil_amylo_CAUB94
HG781807	Bacil_amylo_CAUB94
HG781808	Bacil_amylo_CAUB94
HG781809	Bacil_amylo_FZB42
HG781810	Bacil_amylo_7
HG781811	Bacil_amylo_7
HG781812	Bacil_amylo_7
HG781813	Bacil_amylo_7
HG781814	Bacil_atrop_1942
HG781815	Bacil_atrop_1942
HG781816	Bacil_atrop_1942
HG781817	Bacil_atrop_1942
HG781818	Bacil_atrop_1942
HG781819	Bacil_atrop_1942
HG781820	Bacil_atrop_1942
HG781821	Bacil_atrop_1942
HG781822	Bacil_atrop_1942
HG781823	Bacil_atrop_1942
HG781824	Bacil_atrop_1942
HG781825	Bacil_atrop_1942
HG781826	Bacil_atrop_1942
HG781827	Bacil_atrop_1942
HG781828	Bacil_atrop_1942
HG781829	Bacil_atrop_1942
HG781830	Lysin_sphae_C341
HG781831	Bacil_pumil_SAFR03
HG781832	Anoxy_flavi_WK1
HG781833	Bacil_megat_WSH002
HG781834	Bacil_megat_319
HG781835	Bacil_megat_319
HG781836	Bacil_megat_QMB15
HG781837	Bacil_cytot_NVH391
HG781838	Solib_silve_StLB04
HG781839	Halob_halop_2266
HG781840	Exigu_sibir_25515
HG781841	Exigu_sibir_25515
HG781842	Exigu_sp_AT1b
HG781843	Staph_aureu_N315
HG781844	Staph_aureu_N315
HG781845	Staph_aureu_N315
HG781846	Staph_aureu_N315
HG781847	Staph_aureu_N315
HG781848	Staph_aureu_N315
HG781849	Staph_aureu_N315
HG781850	Staph_aureu_N315
HG781851	Staph_aureu_N315
HG781852	Staph_aureu_N315
HG781853	Staph_aureu_N315
HG781854	Staph_aureu_N315
HG781855	Staph_aureu_N315
HG781856	Staph_aureu_N315
HG781857	Staph_aureu_N315
HG781858	Staph_aureu_N315
HG781859	Staph_aureu_N315
HG781860	Staph_aureu_N315
HG781861	Staph_aureu_N315
HG781862	Staph_aureu_N315
HG781863	Staph_aureu_N315
HG781864	Staph_aureu_N315
HG781865	Staph_aureu_N315
HG781866	Staph_aureu_N315
HG781867	Staph_aureu_N315
HG781868	Staph_aureu_N315
HG781869	Staph_aureu_N315
HG781870	Staph_aureu_N315
HG781871	Staph_aureu_N315
HG781872	Staph_aureu_N315
HG781873	Staph_aureu_N315
HG781874	Staph_aureu_N315
HG781875	Staph_aureu_N315
HG781876	Staph_aureu_N315
HG781877	Staph_aureu_N315
HG781878	Staph_aureu_N315
HG781879	Staph_aureu_N315
HG781880	Staph_aureu_N315
HG781881	Staph_aureu_N315
HG781882	Staph_aureu_N315
HG781883	Staph_aureu_N315
HG781884	Staph_aureu_N315
HG781885	Staph_aureu_N315
HG781886	Staph_aureu_N315
HG781887	Staph_aureu_N315
HG781888	Staph_aureu_N315
HG781889	Staph_aureu_N315
HG781890	Staph_aureu_N315
HG781891	Staph_aureu_N315
HG781892	Staph_aureu_N315
HG781893	Staph_aureu_N315
HG781894	Staph_aureu_N315
HG781895	Staph_aureu_N315
HG781896	Staph_aureu_N315
HG781897	Staph_aureu_N315
HG781898	Staph_aureu_N315
HG781899	Staph_aureu_N315
HG781900	Staph_aureu_N315
HG781901	Staph_aureu_N315
HG781902	Staph_aureu_N315
HG781903	Staph_aureu_N315
HG781904	Staph_aureu_N315
HG781905	Staph_aureu_N315
HG781906	Staph_aureu_N315
HG781907	Staph_aureu_N315
HG781908	Staph_aureu_N315
HG781909	Staph_aureu_N315
HG781910	Staph_aureu_N315
HG781911	Staph_aureu_N315
HG781912	Staph_aureu_N315
HG781913	Staph_aureu_N315
HG781914	Staph_aureu_N315
HG781915	Staph_aureu_N315
HG781916	Staph_aureu_N315
HG781917	Staph_aureu_N315
HG781918	Staph_aureu_N315
HG781919	Staph_aureu_N315
HG781920	Staph_aureu_N315
HG781921	Staph_aureu_N315
HG781922	Staph_aureu_N315
HG781923	Staph_aureu_N315
HG781924	Staph_aureu_N315
HG781925	Staph_aureu_N315
HG781926	Staph_aureu_N315
HG781927	Staph_aureu_N315
HG781928	Staph_aureu_N315
HG781929	Staph_aureu_N315
HG781930	Staph_aureu_N315
HG781931	Staph_aureu_N315
HG781932	Staph_aureu_N315
HG781933	Staph_aureu_N315
HG781934	Staph_aureu_N315
HG781935	Staph_aureu_N315
HG781936	Staph_aureu_N315
HG781937	Staph_aureu_N315
HG781938	Staph_aureu_N315
HG781939	Staph_aureu_N315
HG781940	Staph_aureu_N315
HG781941	Staph_aureu_N315
HG781942	Staph_aureu_N315
HG781943	Staph_aureu_N315
HG781944	Staph_aureu_N315
HG781945	Staph_aureu_N315
HG781946	Staph_aureu_N315
HG781947	Staph_aureu_N315
HG781948	Staph_aureu_N315
HG781949	Staph_aureu_N315
HG781950	Staph_aureu_N315
HG781951	Staph_aureu_N315
HG781952	Staph_aureu_N315
HG781953	Staph_aureu_N315
HG781954	Staph_aureu_N315
HG781955	Staph_aureu_N315
HG781956	Staph_aureu_N315
HG781957	Staph_aureu_N315
HG781958	Staph_aureu_N315
HG781959	Staph_aureu_N315
HG781960	Staph_aureu_N315
HG781961	Staph_aureu_N315
HG781962	Staph_aureu_N315
HG781963	Staph_aureu_N315
HG781964	Staph_aureu_N315
HG781965	Staph_aureu_N315
HG781966	Staph_aureu_N315
HG781967	Staph_aureu_N315
HG781968	Staph_aureu_N315
HG781969	Staph_aureu_N315
HG781970	Staph_aureu_N315
HG781971	Staph_aureu_N315
HG781972	Staph_aureu_N315
HG781973	Staph_aureu_N315
HG781974	Staph_aureu_N315
HG781975	Staph_aureu_N315
HG781976	Staph_aureu_N315
HG781977	Staph_aureu_N315
HG781978	Staph_aureu_N315
HG781979	Staph_aureu_N315
HG781980	Staph_aureu_N315
HG781981	Staph_aureu_N315
HG781982	Staph_aureu_N315
HG781983	Staph_aureu_N315
HG781984	Staph_aureu_N315
HG781985	Staph_aureu_N315
HG781986	Staph_aureu_N315
HG781987	Staph_aureu_N315
HG781988	Staph_aureu_N315
HG781989	Staph_aureu_N315
HG781990	Staph_aureu_N315
HG781991	Staph_aureu_N315
HG781992	Staph_aureu_N315
HG781993	Staph_aureu_N315
HG781994	Staph_aureu_N315
HG781995	Staph_aureu_N315
HG781996	Staph_aureu_N315
HG781997	Staph_aureu_N315
HG781998	Staph_aureu_N315
HG781999	Staph_aureu_N315
HG782000	Staph_aureu_N315
HG782001	Staph_aureu_N315
HG782002	Staph_aureu_N315
HG782003	Staph_aureu_N315
HG782004	Staph_aureu_N315
HG782005	Staph_aureu_N315
HG782006	Staph_aureu_N315
HG782007	Staph_aureu_N315
HG782008	Staph_aureu_N315
HG782009	Staph_aureu_N315
HG782010	Staph_aureu_N315
HG782011	Staph_aureu_N315
HG782012	Staph_aureu_N315
HG782013	Staph_aureu_N315
HG782014	Staph_aureu_N315
HG782015	Staph_aureu_N315
HG782016	Staph_aureu_N315
HG782017	Staph_aureu_N315
HG782018	Staph_aureu_N315
HG782019	Staph_aureu_N315
HG782020	Staph_aureu_N315
HG782021	Staph_aureu_N315
HG782022	Staph_aureu_N315
HG782023	Staph_aureu_N315
HG782024	Staph_aureu_N315
HG782025	Staph_aureu_N315
HG782026	Staph_aureu_N315
HG782027	Staph_aureu_N315
HG782028	Staph_aureu_N315
HG782029	Staph_aureu_N315
HG782030	Staph_aureu_N315
HG782031	Staph_aureu_N315
HG782032	Staph_aureu_N315
HG782033	Staph_aureu_N315
HG782034	Staph_aureu_N315
HG782035	Staph_aureu_N315
HG782036	Staph_aureu_N315
HG782037	Staph_aureu_N315
HG782038	Staph_aureu_N315
HG782039	Staph_aureu_N315
HG782040	Staph_aureu_N315
HG782041	Staph_aureu_N315
HG782042	Staph_aureu_N315
HG782043	Staph_aureu_N315
HG782044	Staph_aureu_N315
HG782045	Staph_aureu_N315
HG782046	Staph_aureu_N315
HG782047	Staph_aureu_N315
HG782048	Staph_aureu_N315
HG782049	Staph_aureu_N315
HG782050	Staph_aureu_N315
HG782051	Staph_aureu_N315
HG782052	Staph_aureu_N315
HG782053	Staph_aureu_N315
HG782054	Staph_aureu_N315
HG782055	Staph_aureu_N315
HG782056	Staph_aureu_N315
HG782057	Staph_aureu_N315
HG782058	Staph_aureu_N315
HG782059	Staph_aureu_N315
HG782060	Staph_aureu_N315
HG782061	Staph_aureu_N315
HG782062	Staph_aureu_N315
HG782063	Staph_aureu_N315
HG782064	Staph_aureu_N315
HG782065	Staph_aureu_N315
HG782066	Staph_aureu_N315
HG782067	Staph_aureu_N315
HG782068	Staph_aureu_N315
HG782069	Staph_aureu_N315
HG782070	Staph_aureu_N315
HG782071	Staph_aureu_N315
HG782072	Staph_aureu_N315
HG782073	Staph_aureu_N315
HG782074	Staph_aureu_N315
HG782075	Staph_aureu_N315
HG782076	Staph_aureu_N315
HG782077	Staph_aureu_N315
HG782078	Staph_aureu_N315
HG782079	Staph_aureu_N315
HG782080	Staph_aureu_N315
HG782081	Staph_aureu_N315
HG782082	Staph_aureu_N315
HG782083	Staph_aureu_N315
HG782084	Staph_aureu_N315
HG782085	Staph_aureu_N315
HG782086	Staph_aureu_N315
HG782087	Staph_aureu_N315
HG782088	Staph_aureu_N315
HG782089	Staph_aureu_N315
HG782090	Staph_aureu_N315
HG782091	Staph_aureu_N315
HG782092	Staph_aureu_N315
HG782093	Staph_aureu_N315
HG782094	Staph_aureu_N315
HG782095	Staph_aureu_N315
HG782096	Staph_aureu_N315
HG782097	Staph_aureu_N315
HG782098	Staph_aureu_N315
HG782099	Staph_aureu_N315
HG782100	Staph_aureu_N315
HG782101	Staph_aureu_N315
HG782102	Staph_aureu_N315
HG782103	Staph_aureu_N315
HG782104	Staph_aureu_N315
HG782105	Staph_aureu_N315
HG782106	Staph_aureu_N315
HG782107	Staph_aureu_N315
HG782108	Staph_aureu_N315
HG782109	Staph_aureu_N315
HG782110	Staph_aureu_N315
HG782111	Staph_aureu_N315
HG782112	Staph_aureu_N315
HG782113	Staph_aureu_N315
HG782114	Staph_aureu_N315
HG782115	Staph_aureu_N315
HG782116	Staph_aureu_N315
HG782117	Staph_aureu_N315
HG782118	Staph_aureu_N315
HG782119	Staph_aureu_N315
HG782120	Staph_aureu_N315
HG782121	Staph_aureu_N315
HG782122	Staph_aureu_N315
HG782123	Staph_aureu_N315
HG782124	Staph_aureu_N315
HG782125	Staph_aureu_N315
HG782126	Staph_aureu_N315
HG782127	Staph_aureu_N315
HG782128	Staph_aureu_N315
HG782129	Staph_aureu_N315
HG782130	Staph_aureu_N315
HG782131	Staph_aureu_N315
HG782132	Staph_aureu_N315
HG782133	Staph_aureu_N315
HG782134	Staph_aureu_N315
HG782135	Staph_aureu_N315
HG782136	Staph_aureu_N315
HG782137	Staph_aureu_N315
HG782138	Staph_aureu_N315
HG782139	Staph_aureu_N315
HG782140	Staph_aureu_N315
HG782141	Staph_aureu_N315
HG782142	Staph_aureu_N315
HG782143	Staph_aureu_N315
HG782144	Staph_aureu_N315
HG782145	Staph_aureu_N315
HG782146	Staph_aureu_N315
HG782147	Staph_aureu_N315
HG782148	Staph_aureu_N315
HG782149	Staph_aureu_N315
HG782150	Staph_aureu_N315
HG782151	Staph_aureu_N315
HG782152	Staph_aureu_N315
HG782153	Staph_aureu_N315
HG782154	Staph_aureu_N315
HG782155	Staph_aureu_N315
HG782156	Staph_aureu_N315
HG782157	Staph_aureu_N315
HG782158	Staph_aureu_N315
HG782159	Staph_aureu_N315
HG782160	Staph_aureu_N315
HG782161	Staph_aureu_N315
HG782162	Staph_aureu_N315
HG782163	Staph_aureu_N315
HG782164	Staph_aureu_N315
HG782165	Staph_aureu_N315
HG782166	Staph_aureu_N315
HG782167	Staph_aureu_N315
HG782168	Staph_aureu_N315
HG782169	Staph_aureu_N315
HG782170	Staph_aureu_N315
HG782171	Staph_aureu_N315
HG782172	Staph_aureu_N315
HG782173	Staph_aureu_N315
HG782174	Staph_aureu_N315
HG782175	Staph_aureu_N315
HG782176	Staph_aureu_N315
HG782177	Staph_aureu_N315
HG782178	Staph_aureu_N315
HG782179	Staph_aureu_N315
HG782180	Staph_aureu_N315
HG782181	Staph_aureu_N315
HG782182	Staph_aureu_N315
HG782183	Staph_aureu_N315
HG782184	Staph_aureu_N315
HG782185	Staph_aureu_N315
HG782186	Staph_aureu_N315
HG782187	Staph_aureu_N315
HG782188	Staph_aureu_N315
HG782189	Staph_aureu_N315
HG782190	Staph_aureu_N315
HG782191	Staph_aureu_N315
HG782192	Staph_aureu_N315
HG782193	Staph_aureu_N315
HG782194	Staph_aureu_N315
HG782195	Staph_aureu_N315
HG782196	Staph_aureu_N315
HG782197	Staph_aureu_N315
HG782198	Staph_aureu_N315
HG782199	Staph_aureu_N315
HG782200	Staph_aureu_N315
HG782201	Staph_aureu_N315
HG782202	Staph_aureu_N315
HG782203	Staph_aureu_N315
HG782204	Staph_aureu_N315
HG782205	Staph_aureu_N315
HG782206	Staph_aureu_N315
HG782207	Staph_aureu_N315
HG782208	Staph_aureu_N315
HG782209	Staph_aureu_N315
HG782210	Staph_aureu_N315
HG782211	Staph_aureu_N315
HG782212	Staph_aureu_N315
HG782213	Staph_aureu_N315
HG782214	Staph_aureu_N315
HG782215	Staph_aureu_N315
HG782216	Staph_aureu_N315
HG782217	Staph_aureu_N315
HG782218	Staph_aureu_N315
HG782219	Staph_aureu_N315
HG782220	Staph_aureu_N315
HG782221	Staph_aureu_N315
HG782222	Staph_aureu_N315
HG782223	Staph_aureu_N315
HG782224	Staph_aureu_N315
HG782225	Staph_aureu_N315
HG782226	Staph_aureu_N315
HG782227	Staph_aureu_N315
HG782228	Staph_aureu_N315
HG782229	Staph_aureu_N315
HG782230	Staph_aureu_N315
HG782231	Staph_aureu_N315
HG782232	Staph_aureu_N315
HG782233	Staph_aureu_N315
HG782234	Staph_aureu_N315
HG782235	Staph_aureu_N315
HG782236	Staph_aureu_N315
HG782237	Staph_aureu_N315
HG782238	Staph_aureu_N315
HG782239	Staph_aureu_N315
HG782240	Staph_aureu_N315
HG782241	Staph_aureu_N315
HG782242	Staph_aureu_N315
HG782243	Staph_aureu_N315
HG782244	Staph_aureu_N315
HG782245	Staph_aureu_Mu50
HG782246	Staph_aureu_Mu50
HG782247	Staph_aureu_Mu50
HG782248	Staph_aureu_Mu50
HG782249	Staph_aureu_Mu50
HG782250	Staph_aureu_Mu50
HG782251	Staph_aureu_Mu50
HG782252	Staph_aureu_Mu50
HG782253	Staph_aureu_Mu50
HG782254	Staph_aureu_Mu50
HG782255	Staph_aureu_Mu50
HG782256	Staph_aureu_Mu50
HG782257	Staph_aureu_Mu50
HG782258	Staph_aureu_Mu50
HG782259	Staph_aureu_Mu50
HG782260	Staph_aureu_Mu50
HG782261	Staph_aureu_Mu50
HG782262	Staph_aureu_Mu50
HG782263	Staph_aureu_Mu50
HG782264	Staph_aureu_Mu50
HG782265	Staph_aureu_Mu50
HG782266	Staph_aureu_Mu50
HG782267	Staph_aureu_Mu50
HG782268	Staph_aureu_Mu50
HG782269	Staph_aureu_Mu50
HG782270	Staph_aureu_MSSA47
HG782271	Staph_aureu_MSSA47
HG782272	Staph_aureu_MSSA47
HG782273	Staph_aureu_MSSA47
HG782274	Staph_aureu_MSSA47
HG782275	Staph_aureu_MSSA47
HG782276	Staph_aureu_MSSA47
HG782277	Staph_aureu_MSSA47
HG782278	Staph_aureu_MW2
HG782279	Staph_aureu_MW2
HG782280	Staph_aureu_MW2
HG782281	Staph_aureu_MW2
HG782282	Staph_aureu_COL
HG782283	Staph_aureu_COL
HG782284	Staph_aureu_COL
HG782285	Staph_aureu_COL
HG782286	Staph_aureu_COL
HG782287	Staph_aureu_COL
HG782288	Staph_aureu_COL
HG782289	Staph_aureu_COL
HG782290	Staph_aureu_COL
HG782291	Staph_aureu_COL
HG782292	Staph_aureu_COL
HG782293	Staph_aureu_COL
HG782294	Staph_aureu_COL
HG782295	Staph_aureu_COL
HG782296	Staph_aureu_COL
HG782297	Staph_aureu_COL
HG782298	Staph_aureu_COL
HG782299	Staph_aureu_COL
HG782300	Staph_aureu_COL
HG782301	Staph_aureu_COL
HG782302	Staph_aureu_COL
HG782303	Staph_aureu_COL
HG782304	Staph_aureu_COL
HG782305	Staph_aureu_COL
HG782306	Staph_aureu_COL
HG782307	Staph_aureu_COL
HG782308	Staph_aureu_COL
HG782309	Staph_aureu_COL
HG782310	Staph_aureu_COL
HG782311	Staph_aureu_COL
HG782312	Staph_aureu_COL
HG782313	Staph_aureu_COL
HG782314	Staph_aureu_COL
HG782315	Staph_aureu_COL
HG782316	Staph_aureu_COL
HG782317	Staph_aureu_COL
HG782318	Staph_aureu_COL
HG782319	Staph_aureu_COL
HG782320	Staph_aureu_COL
HG782321	Staph_aureu_COL
HG782322	Staph_aureu_COL
HG782323	Staph_aureu_COL
HG782324	Staph_aureu_COL
HG782325	Staph_aureu_COL
HG782326	Staph_aureu_COL
HG782327	Staph_aureu_COL
HG782328	Staph_aureu_COL
HG782329	Staph_aureu_COL
HG782330	Staph_aureu_COL
HG782331	Staph_aureu_COL
HG782332	Staph_aureu_COL
HG782333	Staph_aureu_COL
HG782334	Staph_aureu_COL
HG782335	Staph_aureu_COL
HG782336	Staph_aureu_COL
HG782337	Staph_aureu_COL
HG782338	Staph_aureu_COL
HG782339	Staph_aureu_COL
HG782340	Staph_aureu_COL
HG782341	Staph_aureu_COL
HG782342	Staph_aureu_COL
HG782343	Staph_aureu_COL
HG782344	Staph_aureu_COL
HG782345	Staph_aureu_COL
HG782346	Staph_aureu_COL
HG782347	Staph_aureu_COL
HG782348	Staph_aureu_COL
HG782349	Staph_aureu_COL
HG782350	Staph_aureu_COL
HG782351	Staph_aureu_COL
HG782352	Staph_aureu_COL
HG782353	Staph_aureu_COL
HG782354	Staph_aureu_COL
HG782355	Staph_aureu_COL
HG782356	Staph_aureu_COL
HG782357	Staph_aureu_COL
HG782358	Staph_aureu_COL
HG782359	Staph_aureu_COL
HG782360	Staph_aureu_COL
HG782361	Staph_aureu_COL
HG782362	Staph_aureu_COL
HG782363	Staph_aureu_COL
HG782364	Staph_aureu_COL
HG782365	Staph_aureu_COL
HG782366	Staph_aureu_COL
HG782367	Staph_aureu_COL
HG782368	Staph_aureu_COL
HG782369	Staph_aureu_COL
HG782370	Staph_aureu_COL
HG782371	Staph_aureu_COL
HG782372	Staph_aureu_COL
HG782373	Staph_aureu_COL
HG782374	Staph_aureu_COL
HG782375	Staph_aureu_COL
HG782376	Staph_aureu_COL
HG782377	Staph_aureu_COL
HG782378	Staph_aureu_COL
HG782379	Staph_aureu_COL
HG782380	Staph_aureu_COL
HG782381	Staph_aureu_COL
HG782382	Staph_aureu_COL
HG782383	Staph_aureu_COL
HG782384	Staph_aureu_COL
HG782385	Staph_aureu_COL
HG782386	Staph_aureu_COL
HG782387	Staph_aureu_COL
HG782388	Staph_aureu_TCH130
HG782389	Staph_aureu_TCH130
HG782390	Staph_aureu_TCH130
HG782391	Staph_aureu_TCH130
HG782392	Staph_aureu_TCH130
HG782393	Staph_aureu_TCH130
HG782394	Staph_aureu_TCH130
HG782395	Staph_aureu_TCH130
HG782396	Staph_aureu_TCH130
HG782397	Staph_aureu_TCH130
HG782398	Staph_aureu_TCH130
HG782399	Staph_aureu_TCH130
HG782400	Staph_aureu_TCH130
HG782401	Staph_aureu_TCH130
HG782402	Staph_aureu_TCH130
HG782403	Staph_aureu_TCH130
HG782404	Staph_aureu_TCH130
HG782405	Staph_aureu_TCH130
HG782406	Staph_aureu_HO509
HG782407	Staph_aureu_HO509
HG782408	Staph_aureu_HO509
HG782409	Staph_aureu_HO509
HG782410	Staph_aureu_HO509
HG782411	Bacil_halod_C125
HG782412	Bacil_selen_MLS10
HG782413	Bacil_cellu_2522
HG782414	Staph_epide_SR1
HG782415	Staph_epide_SR1
HG782416	Staph_epide_SR1
HG782417	Staph_epide_SR1
HG782418	Staph_epide_SR1
HG782419	Staph_epide_SR1
HG782420	Staph_epide_SR1
HG782421	Staph_epide_SR1
HG782422	Staph_epide_SR1
HG782423	Staph_epide_SR1
HG782424	Staph_epide_SR1
HG782425	Staph_epide_SR1
HG782426	Staph_epide_SR1
HG782427	Staph_epide_SR1
HG782428	Staph_epide_SR1
HG782429	Staph_epide_SR1
HG782430	Staph_epide_SR1
HG782431	Staph_epide_SR1
HG782432	Staph_epide_SR1
HG782433	Staph_epide_SR1
HG782434	Staph_epide_SR1
HG782435	Staph_epide_SR1
HG782436	Staph_epide_SR1
HG782437	Staph_epide_SR1
HG782438	Staph_epide_SR1
HG782439	Staph_epide_SR1
HG782440	Staph_epide_SR1
HG782441	Staph_epide_SR1
HG782442	Staph_epide_SR1
HG782443	Staph_epide_SR1
HG782444	Staph_epide_SR1
HG782445	Staph_epide_SR1
HG782446	Staph_epide_SR1
HG782447	Staph_epide_SR1
HG782448	Staph_epide_SR1
HG782449	Staph_epide_SR1
HG782450	Staph_epide_SR1
HG782451	Staph_epide_SR1
HG782452	Staph_epide_SR1
HG782453	Staph_epide_SR1
HG782454	Staph_epide_SR1
HG782455	Staph_epide_SR1
HG782456	Staph_epide_SR1
HG782457	Staph_epide_SR1
HG782458	Staph_epide_SR1
HG782459	Staph_epide_SR1
HG782460	Staph_lugdu_HKU090
HG782461	Staph_lugdu_HKU090
HG782462	Staph_lugdu_HKU090
HG782463	Staph_lugdu_HKU090
HG782464	Staph_epide_20044
HG782465	Staph_epide_20044
HG782466	Staph_epide_20044
HG782467	Staph_epide_20044
HG782468	Staph_epide_20044
HG782469	Staph_epide_20044
HG782470	Staph_epide_20044
HG782471	Staph_epide_20044
HG782472	Staph_epide_20044
HG782473	Staph_epide_20044
HG782474	Staph_epide_20044
HG782475	Staph_epide_20044
HG782476	Staph_epide_20044
HG782477	Staph_epide_20044
HG782478	Staph_epide_20044
HG782479	Staph_epide_20044
HG782480	Staph_epide_20044
HG782481	Staph_epide_20044
HG782482	Staph_epide_20044
HG782483	Staph_epide_20044
HG782484	Staph_epide_20044
HG782485	Staph_epide_20044
HG782486	Staph_epide_20044
HG782487	Staph_epide_20044
HG782488	Staph_epide_20044
HG782489	Staph_epide_20044
HG782490	Bacil_pseud_OF4
HG782491	Staph_pseud_HKU100
HG782492	Staph_pseud_ED99
HG782493	Staph_pseud_ED99
HG782494	Staph_aureu_MSHR11
HG782495	Staph_aureu_ST398
HG782496	Staph_aureu_ST398
HG782497	Staph_aureu_ST398
HG782498	Staph_aureu_ST398
HG782499	Staph_aureu_ST398
HG782500	Staph_aureu_ST398
HG782501	Staph_aureu_MRSA25
HG782502	Staph_aureu_MRSA25
HG782503	Staph_aureu_MRSA25
HG782504	Staph_aureu_MRSA25
HG782505	Staph_aureu_MRSA25
HG782506	Staph_aureu_MRSA25
HG782507	Staph_aureu_MRSA25
HG782508	Staph_aureu_MRSA25
