HG780872	Carso_ruddi_HteHT
HG785305	Salmo_enter_Stpaul
HG785306	Salmo_enter_Stpaul
HG785307	Salmo_enter_Stpaul
HG785308	Salmo_enter_Stpaul
HG785309	Salmo_enter_Stpaul
HG785310	Salmo_enter_Stpaul
HG785311	Salmo_enter_Stpaul
HG785312	Salmo_enter_Stpaul
HG785313	Salmo_enter_Stpaul
HG785314	Salmo_enter_Stpaul
HG785315	Salmo_enter_Stpaul
HG785316	Salmo_enter_Stpaul
HG785317	Salmo_enter_Stpaul
HG785318	Salmo_enter_Stpaul
HG785319	Salmo_enter_Stpaul
HG785320	Salmo_enter_Stpaul
HG785321	Salmo_enter_Stpaul
HG785322	Salmo_enter_Stpaul
HG785323	Salmo_enter_Stpaul
HG785324	Salmo_enter_Stpaul
HG785325	Salmo_enter_Stpaul
HG785326	Salmo_enter_Stpaul
HG785327	Salmo_enter_Stpaul
HG785328	Salmo_enter_Stpaul
HG785329	Salmo_enter_Stpaul
HG785330	Salmo_enter_Stpaul
HG785331	Salmo_enter_ParB
HG785332	Salmo_enter_ParB
HG785333	Salmo_enter_ParB
HG785334	Salmo_enter_ParB
HG785335	Salmo_enter_Enteri
HG785336	Salmo_enter_Enteri
HG785337	Salmo_enter_Enteri
HG785338	Salmo_enter_Enteri
HG785339	Salmo_enter_Enteri
HG785340	Salmo_enter_Enteri
HG785341	Salmo_enter_Enteri
HG785342	Salmo_enter_Enteri
HG785343	Salmo_enter_Enteri
HG785344	Salmo_enter_Enteri
HG785345	Salmo_enter_Enteri
HG785346	Salmo_enter_Enteri
HG785347	Salmo_enter_Enteri
HG785348	Salmo_enter_Enteri
HG785349	Salmo_enter_Enteri
HG785350	Salmo_enter_Enteri
HG785351	Salmo_enter_Enteri
HG785352	Salmo_enter_Enteri
HG785353	Salmo_enter_Enteri
HG785354	Salmo_enter_Enteri
HG785355	Salmo_enter_Enteri
HG785356	Salmo_enter_Enteri
HG785357	Salmo_enter_Enteri
HG785358	Salmo_enter_Enteri
HG785359	Salmo_enter_Enteri
HG785360	Salmo_enter_Enteri
HG785361	Salmo_enter_Enteri
HG785362	Salmo_enter_Enteri
HG785363	Salmo_enter_Enteri
HG785364	Salmo_enter_Enteri
HG785365	Salmo_enter_Enteri
HG785366	Salmo_enter_Enteri
HG785367	Salmo_enter_Enteri
HG785368	Salmo_enter_Enteri
HG785369	Salmo_enter_Enteri
HG785370	Salmo_enter_Enteri
HG785371	Salmo_enter_Enteri
HG785372	Salmo_enter_Enteri
HG785373	Salmo_enter_Enteri
HG785374	Salmo_enter_Enteri
HG785375	Salmo_enter_Enteri
HG785376	Salmo_enter_Enteri
HG785377	Salmo_enter_Enteri
HG785378	Salmo_enter_Enteri
HG785379	Salmo_enter_Enteri
HG785380	Salmo_enter_Enteri
HG785381	Salmo_enter_Enteri
HG785382	Salmo_enter_Enteri
HG785383	Salmo_enter_Enteri
HG785384	Salmo_enter_Enteri
HG785385	Salmo_enter_Enteri
HG785386	Salmo_enter_Enteri
HG785387	Salmo_enter_Enteri
HG785388	Salmo_enter_Enteri
HG785389	Salmo_enter_Enteri
HG785390	Salmo_enter_Enteri
HG785391	Salmo_enter_Enteri
HG785392	Salmo_enter_Enteri
HG785393	Salmo_enter_Enteri
HG785394	Salmo_enter_Enteri
HG785395	Salmo_enter_Enteri
HG785396	Salmo_enter_Enteri
HG785397	Salmo_enter_Enteri
HG785398	Salmo_enter_Enteri
HG785399	Salmo_enter_Enteri
HG785400	Salmo_enter_Enteri
HG785401	Salmo_enter_Enteri
HG785402	Salmo_enter_Enteri
HG785403	Salmo_enter_Enteri
HG785404	Salmo_enter_Enteri
HG785405	Salmo_enter_Enteri
HG785406	Salmo_enter_Enteri
HG785407	Salmo_enter_Enteri
HG785408	Salmo_enter_Enteri
HG785409	Salmo_enter_Enteri
HG785410	Salmo_enter_Enteri
HG785411	Salmo_enter_Enteri
HG785412	Salmo_enter_Enteri
HG785413	Salmo_enter_Enteri
HG785414	Salmo_enter_Enteri
HG785415	Salmo_enter_Enteri
HG785416	Salmo_enter_Enteri
HG785417	Salmo_enter_Enteri
HG785418	Salmo_enter_Enteri
HG785419	Salmo_enter_Enteri
HG785420	Salmo_enter_Enteri
HG785421	Salmo_enter_Enteri
HG785422	Salmo_enter_Enteri
HG785423	Salmo_enter_Enteri
HG785424	Salmo_enter_Enteri
HG785425	Salmo_enter_Enteri
HG785426	Salmo_enter_Enteri
HG785427	Salmo_enter_Enteri
HG785428	Salmo_enter_Enteri
HG785429	Salmo_enter_Enteri
HG785430	Salmo_enter_Enteri
HG785431	Salmo_enter_Enteri
HG785432	Salmo_enter_Enteri
HG785433	Salmo_enter_Enteri
HG785434	Salmo_enter_Enteri
HG785435	Salmo_enter_Enteri
HG785436	Salmo_enter_Enteri
HG785437	Salmo_enter_Enteri
HG785438	Salmo_enter_Enteri
HG785439	Salmo_enter_Enteri
HG785440	Salmo_enter_Enteri
HG785441	Salmo_enter_Enteri
HG785442	Salmo_enter_Enteri
HG785443	Salmo_enter_Enteri
HG785444	Salmo_enter_Enteri
HG785445	Salmo_enter_Enteri
HG785446	Salmo_enter_Enteri
HG785447	Salmo_enter_Enteri
HG785448	Salmo_enter_Enteri
HG785449	Salmo_enter_Enteri
HG785450	Salmo_enter_Enteri
HG785451	Salmo_enter_Enteri
HG785452	Salmo_enter_Enteri
HG785453	Salmo_enter_Enteri
HG785454	Salmo_enter_Enteri
HG785455	Salmo_enter_Enteri
HG785456	Salmo_enter_Enteri
HG785457	Salmo_enter_Enteri
HG785458	Salmo_enter_Enteri
HG785459	Salmo_enter_Enteri
HG785460	Salmo_enter_Enteri
HG785461	Salmo_enter_Enteri
HG785462	Salmo_enter_Enteri
HG785463	Salmo_enter_Enteri
HG785464	Salmo_enter_Enteri
HG785465	Salmo_enter_Enteri
HG785466	Salmo_enter_Enteri
HG785467	Salmo_enter_Enteri
HG785468	Salmo_enter_Enteri
HG785469	Salmo_enter_Enteri
HG785470	Salmo_enter_Enteri
HG785471	Salmo_enter_Enteri
HG785472	Salmo_enter_Enteri
HG785473	Salmo_enter_Enteri
HG785474	Salmo_enter_Enteri
HG785475	Salmo_enter_Enteri
HG785476	Salmo_enter_Enteri
HG785477	Salmo_enter_Enteri
HG785478	Salmo_enter_Enteri
HG785479	Salmo_enter_Enteri
HG785480	Salmo_enter_Enteri
HG785481	Salmo_enter_Enteri
HG785482	Salmo_enter_Enteri
HG785483	Salmo_enter_Enteri
HG785484	Salmo_enter_Enteri
HG785485	Salmo_enter_Enteri
HG785486	Salmo_enter_Enteri
HG785487	Salmo_enter_Enteri
HG785488	Enter_ligno_SCF1
HG785489	Citro_koser_BAA895
HG785490	Klebs_pneum_MGH785
HG785491	Klebs_pneum_MGH785
HG785492	Klebs_pneum_MGH785
HG785493	Klebs_pneum_MGH785
HG785494	Klebs_pneum_MGH785
HG785495	Klebs_pneum_MGH785
HG785496	Klebs_pneum_MGH785
HG785497	Klebs_pneum_MGH785
HG785498	Klebs_pneum_MGH785
HG785499	Klebs_pneum_MGH785
HG785500	Klebs_pneum_MGH785
HG785501	Klebs_pneum_MGH785
HG785502	Klebs_pneum_MGH785
HG785503	Klebs_pneum_MGH785
HG785504	Klebs_pneum_MGH785
HG785505	Klebs_pneum_MGH785
HG785506	Klebs_pneum_MGH785
HG785507	Klebs_pneum_MGH785
HG785508	Klebs_pneum_MGH785
HG785509	Klebs_pneum_MGH785
HG785510	Klebs_pneum_MGH785
HG785511	Klebs_pneum_MGH785
HG785512	Klebs_pneum_MGH785
HG785513	Klebs_pneum_MGH785
HG785514	Klebs_pneum_MGH785
HG785515	Klebs_pneum_MGH785
HG785516	Klebs_pneum_MGH785
HG785517	Klebs_pneum_MGH785
HG785518	Klebs_pneum_MGH785
HG785519	Klebs_pneum_MGH785
HG785520	Klebs_pneum_MGH785
HG785521	Klebs_pneum_MGH785
HG785522	Klebs_pneum_MGH785
HG785523	Klebs_pneum_MGH785
HG785524	Klebs_pneum_MGH785
HG785525	Klebs_pneum_MGH785
HG785526	Klebs_pneum_MGH785
HG785527	Klebs_pneum_MGH785
HG785528	Klebs_pneum_MGH785
HG785529	Klebs_pneum_MGH785
HG785530	Klebs_pneum_MGH785
HG785531	Klebs_pneum_MGH785
HG785532	Klebs_pneum_MGH785
HG785533	Klebs_pneum_MGH785
HG785534	Klebs_pneum_MGH785
HG785535	Klebs_pneum_MGH785
HG785536	Klebs_pneum_MGH785
HG785537	Klebs_pneum_MGH785
HG785538	Klebs_pneum_MGH785
HG785539	Klebs_pneum_MGH785
HG785540	Klebs_pneum_MGH785
HG785541	Klebs_pneum_MGH785
HG785542	Klebs_pneum_MGH785
HG785543	Klebs_pneum_MGH785
HG785544	Klebs_pneum_MGH785
HG785545	Klebs_pneum_MGH785
HG785546	Klebs_pneum_MGH785
HG785547	Klebs_pneum_MGH785
HG785548	Klebs_pneum_MGH785
HG785549	Klebs_pneum_MGH785
HG785550	Klebs_pneum_MGH785
HG785551	Klebs_pneum_MGH785
HG785552	Klebs_pneum_MGH785
HG785553	Klebs_pneum_MGH785
HG785554	Klebs_pneum_MGH785
HG785555	Klebs_pneum_MGH785
HG785556	Klebs_pneum_MGH785
HG785557	Klebs_pneum_MGH785
HG785558	Klebs_pneum_MGH785
HG785559	Klebs_pneum_MGH785
HG785560	Klebs_pneum_MGH785
HG785561	Klebs_pneum_MGH785
HG785562	Klebs_pneum_MGH785
HG785563	Klebs_pneum_MGH785
HG785564	Klebs_pneum_MGH785
HG785565	Klebs_pneum_MGH785
HG785566	Klebs_pneum_MGH785
HG785567	Klebs_pneum_MGH785
HG785568	Klebs_pneum_MGH785
HG785569	Klebs_pneum_MGH785
HG785570	Klebs_pneum_MGH785
HG785571	Klebs_pneum_MGH785
HG785572	Klebs_pneum_MGH785
HG785573	Klebs_pneum_MGH785
HG785574	Klebs_pneum_MGH785
HG785575	Klebs_pneum_MGH785
HG785576	Klebs_pneum_MGH785
HG785577	Klebs_pneum_MGH785
HG785578	Klebs_pneum_MGH785
HG785579	Klebs_pneum_MGH785
HG785580	Klebs_pneum_MGH785
HG785581	Klebs_pneum_MGH785
HG785582	Klebs_pneum_MGH785
HG785583	Klebs_pneum_MGH785
HG785584	Klebs_pneum_MGH785
HG785585	Klebs_pneum_MGH785
HG785586	Klebs_pneum_MGH785
HG785587	Klebs_pneum_MGH785
HG785588	Klebs_pneum_MGH785
HG785589	Klebs_pneum_MGH785
HG785590	Klebs_pneum_MGH785
HG785591	Klebs_pneum_MGH785
HG785592	Klebs_pneum_MGH785
HG785593	Klebs_pneum_MGH785
HG785594	Klebs_pneum_MGH785
HG785595	Klebs_pneum_MGH785
HG785596	Klebs_pneum_MGH785
HG785597	Klebs_pneum_MGH785
HG785598	Klebs_pneum_MGH785
HG785599	Klebs_pneum_MGH785
HG785600	Klebs_pneum_MGH785
HG785601	Klebs_pneum_MGH785
HG785602	Klebs_pneum_MGH785
HG785603	Klebs_pneum_MGH785
HG785604	Klebs_pneum_MGH785
HG785605	Klebs_pneum_MGH785
HG785606	Klebs_pneum_MGH785
HG785607	Klebs_pneum_KCT224
HG785608	Klebs_pneum_KCT224
HG785609	Klebs_pneum_KCT224
HG785610	Esche_coli_CFT073
HG785611	Esche_coli_BL21DE
HG785612	Esche_coli_BL21DE
HG785613	Esche_coli_BL21DE
HG785614	Esche_coli_BL21DE
HG785615	Esche_coli_BL21DE
HG785616	Esche_coli_BL21DE
HG785617	Esche_coli_BL21DE
HG785618	Esche_coli_BL21DE
HG785619	Esche_coli_BL21DE
HG785620	Shige_dysen_1617
HG785621	Shige_dysen_1617
HG785622	Esche_coli_O15EDL
HG785623	Esche_coli_O15EDL
HG785624	Esche_coli_O15EDL
HG785625	Esche_coli_O15EDL
HG785626	Esche_coli_O15EDL
HG785627	Esche_coli_O15EDL
HG785628	Esche_coli_O15EDL
HG785629	Esche_coli_O15EDL
HG785630	Esche_coli_O15EDL
HG785631	Esche_coli_O15EDL
HG785632	Esche_coli_O15EDL
HG785633	Esche_coli_O15EDL
HG785634	Esche_coli_O15EDL
HG785635	Esche_coli_O15EDL
HG785636	Esche_coli_O15EDL
HG785637	Esche_coli_O15EDL
HG785638	Esche_coli_O15EDL
HG785639	Esche_coli_O15EDL
HG785640	Esche_coli_O15EDL
HG785641	Esche_coli_O15EDL
HG785642	Esche_coli_O15EDL
HG785643	Esche_coli_O15EDL
HG785644	Esche_coli_O15EDL
HG785645	Esche_coli_O15EDL
HG785646	Esche_coli_O15EDL
HG785647	Esche_coli_O15EDL
HG785648	Esche_coli_O15EDL
HG785649	Esche_coli_O15EDL
HG785650	Esche_coli_O15EDL
HG785651	Esche_coli_O15EDL
HG785652	Esche_coli_O15EDL
HG785653	Esche_coli_O15EDL
HG785654	Esche_coli_O15EDL
HG785655	Esche_coli_O15EDL
HG785656	Esche_coli_O15EDL
HG785657	Esche_coli_O15EDL
HG785658	Esche_coli_O15EDL
HG785659	Esche_coli_O15EDL
HG785660	Esche_coli_O15EDL
HG785661	Esche_coli_O15EDL
HG785662	Esche_coli_O15EDL
HG785663	Esche_coli_O15EDL
HG785664	Esche_coli_O15EDL
HG785665	Esche_coli_O15EDL
HG785666	Esche_coli_O15EDL
HG785667	Esche_coli_O15EDL
HG785668	Esche_coli_O15EDL
HG785669	Esche_coli_O15EDL
HG785670	Esche_coli_O15EDL
HG785671	Esche_coli_O15EDL
HG785672	Esche_coli_O15EDL
HG785673	Esche_coli_O15EDL
HG785674	Esche_coli_O15EDL
HG785675	Esche_coli_O15EDL
HG785676	Esche_coli_O15EDL
HG785677	Esche_coli_O15EDL
HG785678	Esche_coli_O15EDL
HG785679	Esche_coli_O15EDL
HG785680	Esche_coli_O15EDL
HG785681	Esche_coli_O15EDL
HG785682	Esche_coli_O15EDL
HG785683	Esche_coli_O15EDL
HG785684	Esche_coli_O15EDL
HG785685	Esche_coli_O15EDL
HG785686	Esche_coli_O15EDL
HG785687	Esche_coli_O15EDL
HG785688	Esche_coli_O15EDL
HG785689	Esche_coli_O15EDL
HG785690	Esche_coli_O15EDL
HG785691	Esche_coli_O15EDL
HG785692	Esche_coli_O15EDL
HG785693	Esche_coli_O15EDL
HG785694	Esche_coli_O15EDL
HG785695	Esche_coli_O15EDL
HG785696	Esche_coli_O15EDL
HG785697	Esche_coli_O15EDL
HG785698	Esche_coli_O15EDL
HG785699	Esche_coli_O15EDL
HG785700	Esche_coli_O15EDL
HG785701	Esche_coli_O15EDL
HG785702	Esche_coli_O15EDL
HG785703	Esche_coli_O15EDL
HG785704	Esche_coli_O15EDL
HG785705	Esche_coli_O15EDL
HG785706	Esche_coli_O15EDL
HG785707	Esche_coli_O15EDL
HG785708	Esche_coli_O15EDL
HG785709	Esche_coli_O15EDL
HG785710	Esche_coli_O15EDL
HG785711	Esche_coli_O15EDL
HG785712	Esche_coli_O15EDL
HG785713	Esche_coli_O15EDL
HG785714	Esche_coli_O15EDL
HG785715	Esche_coli_O15EDL
HG785716	Esche_coli_O15EDL
HG785717	Esche_coli_O15EDL
HG785718	Esche_coli_O15EDL
HG785719	Esche_coli_O15EDL
HG785720	Esche_coli_O15EDL
HG785721	Esche_coli_O15EDL
HG785722	Esche_coli_O15EDL
HG785723	Esche_coli_O15EDL
HG785724	Esche_coli_O15EDL
HG785725	Esche_coli_O15EDL
HG785726	Esche_coli_O15EDL
HG785727	Esche_coli_O15EDL
HG785728	Esche_coli_O15EDL
HG785729	Esche_coli_O15EDL
HG785730	Esche_coli_O15EDL
HG785731	Esche_coli_O15EDL
HG785732	Esche_coli_O15EDL
HG785733	Esche_coli_O15EDL
HG785734	Esche_coli_O15EDL
HG785735	Esche_coli_O15EDL
HG785736	Esche_coli_O15EDL
HG785737	Esche_coli_O15EDL
HG785738	Esche_coli_O15EDL
HG785739	Esche_coli_O15EDL
HG785740	Esche_coli_O15EDL
HG785741	Esche_coli_O15EDL
HG785742	Esche_coli_O15EDL
HG785743	Esche_coli_O15EDL
HG785744	Esche_coli_O15EDL
HG785745	Esche_coli_O15EDL
HG785746	Esche_coli_O15EDL
HG785747	Esche_coli_O15EDL
HG785748	Esche_coli_O15EDL
HG785749	Esche_coli_O15EDL
HG785750	Esche_coli_O15EDL
HG785751	Esche_coli_O15EDL
HG785752	Esche_coli_O15EDL
HG785753	Esche_coli_O15EDL
HG785754	Esche_coli_O15EDL
HG785755	Esche_coli_O15EDL
HG785756	Esche_coli_O15EDL
HG785757	Esche_coli_O15EDL
HG785758	Esche_coli_O15EDL
HG785759	Esche_coli_O15EDL
HG785760	Esche_coli_O15EDL
HG785761	Esche_coli_O15EDL
HG785762	Esche_coli_O15EDL
HG785763	Esche_coli_O15EDL
HG785764	Esche_coli_O15EDL
HG785765	Esche_coli_O15EDL
HG785766	Esche_coli_O15EDL
HG785767	Esche_coli_O15EDL
HG785768	Esche_coli_O15EDL
HG785769	Esche_coli_O15EDL
HG785770	Esche_coli_O15EDL
HG785771	Esche_coli_O15EDL
HG785772	Esche_coli_O15EDL
HG785773	Esche_coli_O15EDL
HG785774	Esche_coli_O15EDL
HG785775	Esche_coli_O15EDL
HG785776	Esche_coli_O15EDL
HG785777	Esche_coli_O15EDL
HG785778	Esche_coli_O15EDL
HG785779	Esche_coli_O15EDL
HG785780	Esche_coli_O15EDL
HG785781	Esche_coli_O15EDL
HG785782	Esche_coli_O15EDL
HG785783	Esche_coli_O15EDL
HG785784	Esche_coli_O15EDL
HG785785	Esche_coli_O15EDL
HG785786	Esche_coli_O15EDL
HG785787	Esche_coli_O15EDL
HG785788	Esche_coli_O15EDL
HG785789	Esche_coli_O15EDL
HG785790	Esche_coli_O15EDL
HG785791	Esche_coli_O15EDL
HG785792	Esche_coli_O15EDL
HG785793	Esche_coli_O15EDL
HG785794	Esche_coli_O15EDL
HG785795	Esche_coli_O15EDL
HG785796	Esche_coli_O15EDL
HG785797	Esche_coli_O15EDL
HG785798	Esche_coli_O15EDL
HG785799	Esche_coli_O15EDL
HG785800	Esche_coli_O15EDL
HG785801	Esche_coli_O15EDL
HG785802	Esche_coli_O15EDL
HG785803	Esche_coli_O15EDL
HG785804	Esche_coli_O15EDL
HG785805	Esche_coli_O15EDL
HG785806	Esche_coli_O15EDL
HG785807	Esche_coli_O15EDL
HG785808	Esche_coli_O15EDL
HG785809	Esche_coli_O15EDL
HG785810	Esche_coli_O15EDL
HG785811	Esche_coli_O15EDL
HG785812	Esche_coli_O15EDL
HG785813	Esche_coli_O15EDL
HG785814	Esche_coli_O15EDL
HG785815	Esche_coli_O15EDL
HG785816	Esche_coli_O15EDL
HG785817	Esche_coli_O15EDL
HG785818	Esche_coli_O15EDL
HG785819	Esche_coli_O15EDL
HG785820	Esche_coli_O15EDL
HG785821	Esche_coli_O15EDL
HG785822	Esche_coli_O15EDL
HG785823	Esche_coli_O15EDL
HG785824	Esche_coli_O15EDL
HG785825	Esche_coli_O15EDL
HG785826	Esche_coli_O15EDL
HG785827	Esche_coli_O15EDL
HG785828	Esche_coli_O15EDL
HG785829	Esche_coli_O15EDL
HG785830	Esche_coli_O15EDL
HG785831	Esche_coli_O15EDL
HG785832	Esche_coli_O15EDL
HG785833	Esche_coli_O15EDL
HG785834	Esche_coli_O15EDL
HG785835	Esche_coli_O15EDL
HG785836	Esche_coli_O15EDL
HG785837	Esche_coli_O15EDL
HG785838	Esche_coli_O15EDL
HG785839	Esche_coli_O15EDL
HG785840	Esche_coli_O15EDL
HG785841	Esche_coli_O15EDL
HG785842	Esche_coli_O15EDL
HG785843	Esche_coli_O15EDL
HG785844	Esche_coli_O15EDL
HG785845	Esche_coli_O15EDL
HG785846	Esche_coli_O15EDL
HG785847	Esche_coli_O15EDL
HG785848	Esche_coli_O15EDL
HG785849	Esche_coli_O15EDL
HG785850	Esche_coli_O15EDL
HG785851	Esche_coli_O15EDL
HG785852	Esche_coli_O15EDL
HG785853	Esche_coli_O15EDL
HG785854	Esche_coli_O15EDL
HG785855	Esche_coli_O15EDL
HG785856	Esche_coli_O15EDL
HG785857	Esche_coli_O15EDL
HG785858	Esche_coli_O15EDL
HG785859	Esche_coli_O15EDL
HG785860	Esche_coli_O15EDL
HG785861	Esche_coli_O15EDL
HG785862	Esche_coli_O15EDL
HG785863	Esche_coli_O15EDL
HG785864	Esche_coli_O15EDL
HG785865	Esche_coli_O15EDL
HG785866	Esche_coli_O15EDL
HG785867	Esche_coli_O15EDL
HG785868	Esche_coli_O15EDL
HG785869	Esche_coli_O15EDL
HG785870	Esche_coli_O15EDL
HG785871	Esche_coli_O15EDL
HG785872	Esche_coli_O15EDL
HG785873	Esche_coli_O15EDL
HG785874	Esche_coli_O15EDL
HG785875	Esche_coli_O15EDL
HG785876	Esche_coli_O15EDL
HG785877	Esche_coli_O15EDL
HG785878	Esche_coli_O15EDL
HG785879	Esche_coli_O15EDL
HG785880	Esche_coli_O15EDL
HG785881	Esche_coli_O15EDL
HG785882	Esche_coli_O15EDL
HG785883	Esche_coli_O15EDL
HG785884	Esche_coli_O15EDL
HG785885	Esche_coli_O15EDL
HG785886	Esche_coli_O15EDL
HG785887	Esche_coli_O15EDL
HG785888	Esche_coli_O15EDL
HG785889	Esche_coli_O15EDL
HG785890	Esche_coli_O15EDL
HG785891	Esche_coli_O15EDL
HG785892	Esche_coli_O15EDL
HG785893	Esche_coli_O15EDL
HG785894	Esche_coli_O15EDL
HG785895	Esche_coli_O15EDL
HG785896	Esche_coli_O15EDL
HG785897	Esche_coli_O15EDL
HG785898	Esche_coli_O15EDL
HG785899	Esche_coli_O15EDL
HG785900	Esche_coli_O15EDL
HG785901	Esche_coli_O15EDL
HG785902	Esche_coli_O15EDL
HG785903	Esche_coli_O15EDL
HG785904	Esche_coli_O15EDL
HG785905	Esche_coli_O15EDL
HG785906	Esche_coli_O15EDL
HG785907	Esche_coli_O15EDL
HG785908	Esche_coli_O15EDL
HG785909	Esche_coli_O15EDL
HG785910	Esche_coli_O15EDL
HG785911	Esche_coli_O15EDL
HG785912	Esche_coli_O15EDL
HG785913	Esche_coli_O15EDL
HG785914	Esche_coli_O15EDL
HG785915	Esche_coli_O15EDL
HG785916	Esche_coli_O15EDL
HG785917	Esche_coli_O15EDL
HG785918	Esche_coli_O15EDL
HG785919	Esche_coli_O15EDL
HG785920	Esche_coli_O15EDL
HG785921	Esche_coli_O15EDL
HG785922	Esche_coli_O15EDL
HG785923	Esche_coli_O15EDL
HG785924	Esche_coli_O15EDL
HG785925	Esche_coli_O15EDL
HG785926	Esche_coli_O15EDL
HG785927	Esche_coli_O15EDL
HG785928	Esche_coli_O15EDL
HG785929	Esche_coli_O15EDL
HG785930	Esche_coli_O15EDL
HG785931	Esche_coli_O15EDL
HG785932	Esche_coli_O15EDL
HG785933	Esche_coli_O15EDL
HG785934	Esche_coli_O15EDL
HG785935	Esche_coli_O15EDL
HG785936	Esche_coli_O15EDL
HG785937	Esche_coli_O15EDL
HG785938	Esche_coli_O15EDL
HG785939	Esche_coli_O15EDL
HG785940	Esche_coli_O15EDL
HG785941	Esche_coli_O15EDL
HG785942	Esche_coli_O15EDL
HG785943	Esche_coli_O15EDL
HG785944	Esche_coli_O15EDL
HG785945	Esche_coli_O15EDL
HG785946	Esche_coli_O15EDL
HG785947	Esche_coli_O15EDL
HG785948	Esche_coli_O15EDL
HG785949	Esche_coli_O15EDL
HG785950	Esche_coli_O15EDL
HG785951	Esche_coli_O15EDL
HG785952	Esche_coli_O15EDL
HG785953	Esche_coli_O15EDL
HG785954	Esche_coli_O15EDL
HG785955	Esche_coli_O15EDL
HG785956	Esche_coli_O15EDL
HG785957	Esche_coli_O15EDL
HG785958	Esche_coli_O15EDL
HG785959	Esche_coli_O15EDL
HG785960	Esche_coli_O15EDL
HG785961	Esche_coli_O15EDL
HG785962	Esche_coli_O15EDL
HG785963	Esche_coli_O15EDL
HG785964	Esche_coli_O15EDL
HG785965	Esche_coli_O15EDL
HG785966	Esche_coli_O15EDL
HG785967	Esche_coli_O15EDL
HG785968	Esche_coli_O15EDL
HG785969	Esche_coli_O15EDL
HG785970	Esche_coli_O15EDL
HG785971	Esche_coli_O15EDL
HG785972	Esche_coli_O15EDL
HG785973	Esche_coli_O15EDL
HG785974	Esche_coli_O15EDL
HG785975	Esche_coli_O15EDL
HG785976	Esche_coli_O15EDL
HG785977	Esche_coli_O15EDL
HG785978	Esche_coli_O15EDL
HG785979	Esche_coli_O15EDL
HG785980	Esche_coli_O15EDL
HG785981	Esche_coli_O15EDL
HG785982	Esche_coli_O15EDL
HG785983	Esche_coli_O15EDL
HG785984	Esche_coli_O15EDL
HG785985	Esche_coli_O15EDL
HG785986	Esche_coli_O15EDL
HG785987	Esche_coli_O15EDL
HG785988	Esche_coli_O15EDL
HG785989	Esche_coli_O15EDL
HG785990	Esche_coli_O15EDL
HG785991	Esche_coli_O15EDL
HG785992	Esche_coli_O15EDL
HG785993	Esche_coli_O15EDL
HG785994	Esche_coli_O15EDL
HG785995	Esche_coli_O15EDL
HG785996	Esche_coli_O15EDL
HG785997	Esche_coli_O15EDL
HG785998	Esche_coli_O15EDL
HG785999	Esche_coli_O15EDL
HG786000	Esche_coli_O15EDL
HG786001	Esche_coli_O15EDL
HG786002	Esche_coli_O15EDL
HG786003	Esche_coli_O15EDL
HG786004	Esche_coli_O15EDL
HG786005	Esche_coli_O15EDL
HG786006	Esche_coli_O15EDL
HG786007	Esche_coli_O15EDL
HG786008	Esche_coli_O15EDL
HG786009	Esche_coli_O15EDL
HG786010	Esche_coli_O15EDL
HG786011	Esche_coli_O15EDL
HG786012	Esche_coli_O15EDL
HG786013	Esche_coli_O15EDL
HG786014	Esche_coli_O15EDL
HG786015	Esche_coli_O15EDL
HG786016	Esche_coli_O15EDL
HG786017	Esche_coli_O15EDL
HG786018	Esche_coli_O15EDL
HG786019	Esche_coli_O15EDL
HG786020	Esche_coli_O15EDL
HG786021	Esche_coli_O15EDL
HG786022	Esche_coli_O15EDL
HG786023	Esche_coli_O15EDL
HG786024	Esche_coli_O15EDL
HG786025	Esche_coli_O15EDL
HG786026	Esche_coli_O15EDL
HG786027	Esche_coli_O15EDL
HG786028	Esche_coli_O15EDL
HG786029	Esche_coli_O15EDL
HG786030	Esche_coli_O15EDL
HG786031	Esche_coli_O15EDL
HG786032	Esche_coli_O15EDL
HG786033	Esche_coli_O15EDL
HG786034	Esche_coli_O15EDL
HG786035	Esche_coli_O15EDL
HG786036	Esche_coli_O15EDL
HG786037	Esche_coli_O15EDL
HG786038	Esche_coli_O15EDL
HG786039	Esche_coli_O15EDL
HG786040	Esche_coli_O15EDL
HG786041	Esche_coli_O15EDL
HG786042	Esche_coli_O15EDL
HG786043	Esche_coli_O15EDL
HG786044	Esche_coli_O15EDL
HG786045	Esche_coli_O15EDL
HG786046	Esche_coli_O15EDL
HG786047	Esche_coli_O15EDL
HG786048	Esche_coli_O15EDL
HG786049	Esche_coli_O15EDL
HG786050	Esche_coli_O15EDL
HG786051	Esche_coli_O15EDL
HG786052	Esche_coli_O15EDL
HG786053	Esche_coli_O15EDL
HG786054	Esche_coli_O15EDL
HG786055	Esche_coli_O15EDL
HG786056	Esche_coli_O15EDL
HG786057	Esche_coli_O15EDL
HG786058	Esche_coli_O15EDL
HG786059	Esche_coli_O15EDL
HG786060	Esche_coli_O15EDL
HG786061	Esche_coli_O15EDL
HG786062	Esche_coli_O15EDL
HG786063	Esche_coli_O15EDL
HG786064	Esche_coli_O15EDL
HG786065	Esche_coli_O15EDL
HG786066	Esche_coli_O15EDL
HG786067	Esche_coli_O15EDL
HG786068	Esche_coli_O15EDL
HG786069	Esche_coli_O15EDL
HG786070	Esche_coli_O15EDL
HG786071	Esche_coli_O15EDL
HG786072	Esche_coli_O15EDL
HG786073	Esche_coli_O15EDL
